time,voltage,current,shunt_v
17:46:49.066,0.68800,71.98171,7.21000
17:46:49.606,0.68800,71.89024,7.21000
17:46:50.150,0.68400,72.19512,7.20000
17:46:50.705,0.68400,71.98171,7.21000
17:46:51.256,0.68400,71.79878,7.20000
17:46:51.812,0.68400,71.98171,7.18000
17:46:52.367,0.68800,71.98171,7.21000
17:46:52.926,0.68400,72.10366,7.21000
17:46:53.478,0.68800,72.19512,7.21000
17:46:54.031,0.68400,72.19512,7.21000
17:46:54.581,0.68400,72.10366,7.21000
17:46:55.134,0.68800,72.19512,7.21000
17:46:55.686,0.68800,71.89024,7.22000
17:46:56.238,0.68800,72.28659,7.21000
17:46:56.790,0.68800,71.98171,7.21000
17:46:57.342,0.68800,72.19512,7.20000
17:46:57.895,0.68800,72.10366,7.21000
17:46:58.446,0.68800,72.59146,7.28000
17:46:58.999,0.68800,71.98171,7.21000
17:46:59.552,0.68800,72.59146,7.21000
17:47:00.099,0.68800,72.40854,7.26000
17:47:00.649,0.68400,72.40854,7.24000
17:47:01.199,0.68400,72.50000,7.22000
17:47:01.749,0.68800,71.98171,7.23000
17:47:02.301,0.68800,71.98171,7.21000
17:47:02.854,0.68800,72.10366,7.21000
17:47:03.406,0.68800,72.10366,7.25000
17:47:03.964,0.68800,72.10366,7.25000
17:47:04.517,0.68800,72.50000,7.23000
17:47:05.069,0.68800,72.40854,7.22000
17:47:05.621,0.68800,72.28659,7.22000
17:47:06.177,0.68400,72.19512,7.25000
17:47:06.729,0.68400,72.19512,7.20000
17:47:07.284,0.68800,72.10366,7.21000
17:47:07.835,0.68400,72.10366,7.20000
17:47:08.387,0.68800,72.10366,7.22000
17:47:08.940,0.68800,71.89024,7.20000
17:47:09.492,0.68400,72.10366,7.22000
17:47:10.043,0.68400,72.40854,7.21000
17:47:10.595,0.68800,71.98171,7.21000
17:47:11.147,0.68800,72.10366,7.20000
17:47:11.703,0.68800,72.19512,7.23000
17:47:12.255,0.68800,71.98171,7.21000
17:47:12.807,0.68800,71.98171,7.20000
17:47:13.359,0.68400,72.10366,7.20000
17:47:13.911,0.68800,72.10366,7.20000
17:47:14.463,0.68800,71.89024,7.21000
17:47:15.026,0.68800,71.98171,7.21000
17:47:15.583,0.68800,72.10366,7.20000
17:47:16.140,0.68800,72.10366,7.19000
17:47:16.693,0.68800,72.10366,7.21000
17:47:17.250,0.68400,72.40854,7.21000
17:47:17.802,0.68800,71.79878,7.20000
17:47:18.355,0.68400,72.19512,7.22000
17:47:18.913,0.68800,72.10366,7.24000
17:47:19.470,0.68800,72.10366,7.24000
17:47:20.021,0.68800,72.19512,7.20000
17:47:20.569,0.68800,71.98171,7.21000
17:47:21.126,0.68800,72.40854,7.23000
17:47:21.678,0.68800,72.10366,7.21000
17:47:22.230,0.68800,72.19512,7.20000
17:47:22.789,0.68800,71.98171,7.23000
17:47:23.344,0.68800,72.28659,7.21000
17:47:23.900,0.68800,72.10366,7.21000
17:47:24.456,0.68800,72.28659,7.21000
17:47:25.013,0.68800,72.40854,7.20000
17:47:25.566,0.68800,72.19512,7.23000
17:47:26.117,0.68800,72.19512,7.21000
17:47:26.667,0.68800,72.28659,7.25000
17:47:27.218,0.68800,72.10366,7.21000
17:47:27.771,0.68800,71.98171,7.21000
17:47:28.322,0.68800,71.98171,7.21000
